station,station_id,year,mukey,aws_0_100cm,aws_val_0_5,aws_val_5_20,aws_val_20_50,aws_val_50_100
TX_Edinburg_17_NNE,12987,2012,367662,110.4999959,5.52,16.58,33.15,55.25
