station,station_id,year,wp_k1,fc_k1,sat_k1,dk_k1,rhob_k1,rhop_k1,sand_k1,silt_k1,clay_k1,om_k1,awcmm_k1,wp_k2,fc_k2,sat_k2,dk_k2,rhob_k2,rhop_k2,sand_k2,silt_k2,clay_k2,om_k2,awcmm_k2,wp_k3,fc_k3,sat_k3,dk_k3,rhob_k3,rhop_k3,sand_k3,silt_k3,clay_k3,om_k3,awcmm_k3,wp_k4,fc_k4,sat_k4,dk_k4,rhob_k4,rhop_k4,sand_k4,silt_k4,clay_k4,om_k4,awcmm_k4,wp_k5,fc_k5,sat_k5,dk_k5,rhob_k5,rhop_k5,sand_k5,silt_k5,clay_k5,om_k5,awcmm_k5,wp_k6,fc_k6,sat_k6,dk_k6,rhob_k6,rhop_k6,sand_k6,silt_k6,clay_k6,om_k6,awcmm_k6,wp_k7,fc_k7,sat_k7,dk_k7,rhob_k7,rhop_k7,sand_k7,silt_k7,clay_k7,om_k7,awcmm_k7,wp_k8,fc_k8,sat_k8,dk_k8,rhob_k8,rhop_k8,sand_k8,silt_k8,clay_k8,om_k8,awcmm_k8
TX_Edinburg_17_NNE,12987,2012,0.079999998,0.200000003,0.387169811,12.5,1.51,2.65,63,19,18,1,0.129999995,0.079999998,0.200000003,0.387169811,12.5,1.51,2.65,63,19,18,1,0.129999995,0.079999998,0.200000003,0.387169811,12.5,1.51,2.65,63,19,18,1,0.129999995,0.107190751,0.213595379,0.39024801,12.5,1.500936416,2.65,56.20231214,21.71907514,22.07861272,0.841387272,0.129999995,0.140000001,0.230000004,0.393962264,12.5,1.49,2.65,48,25,27,0.649999976,0.129999995,0.140000001,0.230000004,0.392929494,12.5,1.493040936,2.65,44.04678363,28.04093567,27.9122807,0.543567238,0.129999995,0.140000001,0.230000004,0.390566038,12.5,1.5,2.65,35,35,30,0.300000012,0.129999995,0.140000001,0.230000004,0.371450993,12.5,1.556283186,2.65,32.18584071,37.81415929,30,0.243716821,0.129999995
