station,station_id,year,sat_ptf_k1,sat_ptf_df_k1,sat_phys_k1,DF_k1,sat_ptf_k2,sat_ptf_df_k2,sat_phys_k2,DF_k2,sat_ptf_k3,sat_ptf_df_k3,sat_phys_k3,DF_k3,sat_ptf_k4,sat_ptf_df_k4,sat_phys_k4,DF_k4,sat_ptf_k5,sat_ptf_df_k5,sat_phys_k5,DF_k5,sat_ptf_k6,sat_ptf_df_k6,sat_phys_k6,DF_k6,sat_ptf_k7,sat_ptf_df_k7,sat_phys_k7,DF_k7,sat_ptf_k8,sat_ptf_df_k8,sat_phys_k8,DF_k8
TX_Edinburg_17_NNE,12987,2012,0.384396975,0.430188679,0.387169811,0.925614881,0.384396975,0.430188679,0.387169811,0.925614881,0.384396975,0.430188679,0.387169811,0.925614881,0.3893187,0.4336089,0.39024801,0.927474118,0.400771332,0.437735849,0.393962264,0.93831317,0.405476056,0.436588326,0.392929494,0.947668601,0.417795116,0.433962264,0.390566038,0.97223117,0.420471478,0.412723326,0.371450993,1.013369751
