station,station_id,date,precipitation,tmin,tmax,tavg,solar
TX_Edinburg_17_NNE,12987,2011-11-17,0.0,11.1,21.6,16.4,11.35
TX_Edinburg_17_NNE,12987,2011-11-18,0.0,10.2,29.4,19.8,11.37
TX_Edinburg_17_NNE,12987,2011-11-19,0.0,20.9,33.2,27.0,15.83
TX_Edinburg_17_NNE,12987,2011-11-20,0.0,23.1,32.9,28.0,14.3
TX_Edinburg_17_NNE,12987,2011-11-21,0.0,24.1,32.5,28.3,11.8
TX_Edinburg_17_NNE,12987,2011-11-22,0.0,15.5,32.0,23.8,12.85
TX_Edinburg_17_NNE,12987,2011-11-23,0.0,10.3,25.7,18.0,16.43
TX_Edinburg_17_NNE,12987,2011-11-24,0.4,8.2,27.9,18.0,16.14
TX_Edinburg_17_NNE,12987,2011-11-25,0.0,13.1,29.6,21.3,12.25
TX_Edinburg_17_NNE,12987,2011-11-26,0.0,15.8,30.6,23.2,12.27
TX_Edinburg_17_NNE,12987,2011-11-27,0.0,4.4,18.3,11.4,17.56
TX_Edinburg_17_NNE,12987,2011-11-28,0.0,-0.7,23.3,11.3,17.81
TX_Edinburg_17_NNE,12987,2011-11-29,0.0,4.1,29.6,16.8,17.2
TX_Edinburg_17_NNE,12987,2011-11-30,0.0,9.7,24.6,17.2,16.34
TX_Edinburg_17_NNE,12987,2011-12-01,0.3,11.0,28.4,19.7,16.25
TX_Edinburg_17_NNE,12987,2011-12-02,2.1,13.1,27.1,20.1,6.31
TX_Edinburg_17_NNE,12987,2011-12-03,1.0,19.2,28.0,23.6,11.95
TX_Edinburg_17_NNE,12987,2011-12-04,0.0,14.7,27.0,20.8,6.48
TX_Edinburg_17_NNE,12987,2011-12-05,0.0,9.8,18.4,14.1,9.04
TX_Edinburg_17_NNE,12987,2011-12-06,0.0,2.2,10.2,6.2,5.66
TX_Edinburg_17_NNE,12987,2011-12-07,0.0,-1.1,14.7,6.8,15.41
TX_Edinburg_17_NNE,12987,2011-12-08,0.0,-0.3,20.9,10.3,10.38
TX_Edinburg_17_NNE,12987,2011-12-09,0.0,9.8,26.9,18.4,12.11
TX_Edinburg_17_NNE,12987,2011-12-10,25.8,11.8,18.8,15.3,1.39
TX_Edinburg_17_NNE,12987,2011-12-11,1.8,9.7,13.4,11.6,2.16
TX_Edinburg_17_NNE,12987,2011-12-12,0.7,11.9,20.3,16.1,6.44
TX_Edinburg_17_NNE,12987,2011-12-13,0.7,15.8,27.2,21.5,7.1
TX_Edinburg_17_NNE,12987,2011-12-14,0.0,20.9,28.7,24.8,13.07
TX_Edinburg_17_NNE,12987,2011-12-15,0.0,19.5,27.2,23.3,5.45
TX_Edinburg_17_NNE,12987,2011-12-16,0.2,11.9,20.6,16.2,1.5
TX_Edinburg_17_NNE,12987,2011-12-17,0.9,11.3,13.2,12.2,1.88
TX_Edinburg_17_NNE,12987,2011-12-18,1.5,11.3,17.9,14.6,3.98
TX_Edinburg_17_NNE,12987,2011-12-19,0.0,13.8,27.5,20.6,12.61
TX_Edinburg_17_NNE,12987,2011-12-20,0.0,11.0,21.7,16.4,5.62
TX_Edinburg_17_NNE,12987,2011-12-21,0.0,9.9,15.4,12.7,2.39
TX_Edinburg_17_NNE,12987,2011-12-22,0.0,9.5,22.0,15.7,14.55
TX_Edinburg_17_NNE,12987,2011-12-23,0.4,7.3,13.9,10.6,3.33
TX_Edinburg_17_NNE,12987,2011-12-24,2.7,7.9,9.7,8.8,1.79
TX_Edinburg_17_NNE,12987,2011-12-25,0.3,-9999.0,-9999.0,-9999.0,11.24
TX_Edinburg_17_NNE,12987,2011-12-26,0.0,6.3,17.4,11.9,10.42
TX_Edinburg_17_NNE,12987,2011-12-27,0.0,2.5,24.6,13.5,16.5
TX_Edinburg_17_NNE,12987,2011-12-28,0.0,6.9,24.8,15.8,13.83
TX_Edinburg_17_NNE,12987,2011-12-29,0.0,4.2,26.4,15.3,16.55
TX_Edinburg_17_NNE,12987,2011-12-30,0.0,8.3,28.4,18.3,15.53
TX_Edinburg_17_NNE,12987,2011-12-31,0.0,13.5,28.1,20.8,10.84
